course_id,name,rating,reviews,Platform,actual_sentiment,preprocessed,flattened_reviews,sentiment
1982382,Getting Started with Ionic v2/v3 and Parse Server,5.0,Good and there is room for improvement,Udemy,1,"['good', 'room', 'improvement']",good room improvement,Positive
1207960,Angular CLI - Mastering the Basics,4.0,Best course. i recommend it to every beginner.,Udemy,1,"['best', 'course', 'recommend', 'every', 'beginner']",best course recommend every beginner,Positive
802794,iOS 12 & Swift - The Complete iOS App Development Bootcamp,1.0,"There's a lot of structure in this course. It's not too theoretical and I liked that it showed me to install every program I have to used. Definitely not for beginners but teacher manages to keep things interesting so I didn't get bored. He obviously knows his stuff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",Udemy,-1,"['lot', 'structure', 'course', 'theoretical', 'liked', 'showed', 'install', 'every', 'program', 'used', 'definitely', 'beginner', 'teacher', 'manages', 'keep', 'thing', 'interesting', 'get', 'bored', 'obviously', 'know', 'stuff']",lot structure course theoretical liked showed install every program used definitely beginner teacher manages keep thing interesting get bored obviously know stuff,Positive
learn-speak-korean1,Learn to Speak Korean 1,5.0,The course is an expository one that has helped me understand some other vital areas of data science. The effort I have put into the course is not wasted at all. I am a changed man when it comes to data science. ,Coursera,1,"['course', 'expository', 'one', 'helped', 'understand', 'vital', 'area', 'data', 'science', 'effort', 'put', 'course', 'wasted', 'changed', 'man', 'come', 'data', 'science']",course expository one helped understand vital area data science effort put course wasted changed man come data science,Positive
520116,Unreal Engine 4 Mastery: Create Multiplayer Games with C++,3.0,"as a re-beginner, this is giving me the information I need to get going without bringing too much in that may confuse me or hinder my enthusiasm.",Udemy,0,"['beginner', 'giving', 'information', 'need', 'get', 'going', 'without', 'bringing', 'much', 'may', 'confuse', 'hinder', 'enthusiasm']",beginner giving information need get going without bringing much may confuse hinder enthusiasm,Positive
fundamentals-of-graphic-design,Fundamentals of Graphic Design,4.0,Have not started but I can feel the bliss....,Coursera,1,"['started', 'feel', 'bliss']",started feel bliss,Positive
immunologyfundamentalsimmunitybcells,Fundamentals of Immunology: Innate Immunity and B-Cell Function,5.0,very helpful in understanding nutrition,Coursera,1,"['helpful', 'understanding', 'nutrition']",helpful understanding nutrition,Positive
marketing-digital,Marketing in a Digital World,5.0,"Material seems outdated, and poorly informative. Too many topics are just mentioned without details, which is frustrating: I got the feeling that to have a minimal real understanding of the subject I had to do a lot of personal research outside of the course.",Coursera,1,"['material', 'seems', 'outdated', 'poorly', 'informative', 'many', 'topic', 'mentioned', 'without', 'detail', 'frustrating', 'got', 'feeling', 'minimal', 'real', 'understanding', 'subject', 'lot', 'personal', 'research', 'outside', 'course']",material seems outdated poorly informative many topic mentioned without detail frustrating got feeling minimal real understanding subject lot personal research outside course,Positive
519596,The Complete Angular Course: Beginner to Advanced,5.0,Because the Lecture included a lot of examples that made it more practical than theory meaning it was easy to understand and recall.,Udemy,1,"['lecture', 'included', 'lot', 'example', 'made', 'practical', 'theory', 'meaning', 'easy', 'understand', 'recall']",lecture included lot example made practical theory meaning easy understand recall,Positive
567828,Learn and Understand C# Delegates fast by coding,5.0,The instructor knows his material very well. His instructions for installing and configuring java are excellent.,Udemy,1,"['instructor', 'know', 'material', 'well', 'instruction', 'installing', 'configuring', 'java', 'excellent']",instructor know material well instruction installing configuring java excellent,Positive
introduction-psychology,Introduction to Psychology,5.0,a fantastic course! I've recommended it to my colleagues and even my supervisor! Every scientist of today should take this course and perhaps re-read when you want to start writing it! JUST LOVE IT!,Coursera,1,"['fantastic', 'course', 'recommended', 'colleague', 'even', 'supervisor', 'every', 'scientist', 'today', 'take', 'course', 'perhaps', 'read', 'want', 'start', 'writing', 'love']",fantastic course recommended colleague even supervisor every scientist today take course perhaps read want start writing love,Positive
719054,Accelerated ES6 JavaScript Training,5.0,"Maybe too basic, but really interesting, if you know nothing, this is perfect for you, there are really good examples and stuff inside here... the course is short, but I feel like """"""""I want more!"""""""""","" but is a good starting point""""",Udemy,1,"['maybe', 'basic', 'really', 'interesting', 'know', 'nothing', 'perfect', 'really', 'good', 'example', 'stuff', 'inside', 'course', 'short', 'feel', 'like', 'want', 'good', 'starting', 'point']",maybe basic really interesting know nothing perfect really good example stuff inside course short feel like want good starting point,Positive
vital-signs,Vital Signs: Understanding What the Body Is Telling Us,5.0,pandas is amazing,Coursera,1,"['panda', 'amazing']",panda amazing,Positive
manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19,5.0,very good course. loved It,Coursera,1,"['good', 'course', 'loved']",good course loved,Positive
1461052,Python 3: Deep Dive (Part 1 - Functional),4.0,"simple and sweet way to explain how a fast website can be done , loved it :)",Udemy,1,"['simple', 'sweet', 'way', 'explain', 'fast', 'website', 'done', 'loved']",simple sweet way explain fast website done loved,Positive
538958,Complete Responsive Web Development: 4 courses in 1,5.0,"Every course Stephen does is so well done, I always am on the lookout for his courses and this one is no different. He has a rare skill to take complex topics and break them down into smaller pieces, going back to the basics.",Udemy,1,"['every', 'course', 'stephen', 'well', 'done', 'always', 'lookout', 'course', 'one', 'different', 'rare', 'skill', 'take', 'complex', 'topic', 'break', 'smaller', 'piece', 'going', 'back', 'basic']",every course stephen well done always lookout course one different rare skill take complex topic break smaller piece going back basic,Positive
949766,Asynchronous JavaScript,5.0,"The course material was precise and to the point; loved it, Thanks!""""",Udemy,1,"['course', 'material', 'precise', 'point', 'loved', 'thanks']",course material precise point loved thanks,Positive
1638522,GitHub Ultimate: Master Git and GitHub - Beginner to Expert,4.5,"As a beginner, I found this course quite easy to follow. I would like to thank Ermin for offering this course.",Udemy,1,"['beginner', 'found', 'course', 'quite', 'easy', 'follow', 'would', 'like', 'thank', 'ermin', 'offering', 'course']",beginner found course quite easy follow would like thank ermin offering course,Positive
datasciencemathskills,Data Science Math Skills,5.0,Interesting Course. really enjoyed the swirl practice assignments. Final assignment is quite difficult,Coursera,1,"['interesting', 'course', 'really', 'enjoyed', 'swirl', 'practice', 'assignment', 'final', 'assignment', 'quite', 'difficult']",interesting course really enjoyed swirl practice assignment final assignment quite difficult,Positive
linear-algebra-machine-learning,Mathematics for Machine Learning: Linear Algebra,4.0,"i had fun learning Korean with you guys, thank you ",Coursera,1,"['fun', 'learning', 'korean', 'guy', 'thank']",fun learning korean guy thank,Positive
astro,Astronomy: Exploring Time and Space,5.0,This course helped me to learn all the basics and the advanced topics of Matlab. Will recommed it to anyone who wishes to learn all the concepts of Matlab.,Coursera,1,"['course', 'helped', 'learn', 'basic', 'advanced', 'topic', 'matlab', 'recommed', 'anyone', 'wish', 'learn', 'concept', 'matlab']",course helped learn basic advanced topic matlab recommed anyone wish learn concept matlab,Positive
python-data-analysis,Introduction to Data Science in Python,3.0,"I have learnt well about tuples,lists,dictionaries,etc and thanks for a wonderful course",Coursera,0,"['learnt', 'well', 'tuples', 'list', 'dictionary', 'etc', 'thanks', 'wonderful', 'course']",learnt well tuples list dictionary etc thanks wonderful course,Positive
1256744,DevOps Fundamentals: Gain Solid Understanding,5.0,"The lessons use too many fonts, text sizes, and colors. It distracts from the content of the lesson itself. If you don't have a hard time with Arabic accent (which I don't) then you're fine going up to 1.5x. I couldn't understand them at 2x though. Still the horrible text makes me wish I had not purchased these lessons.",Udemy,1,"['lesson', 'use', 'many', 'font', 'text', 'size', 'color', 'distracts', 'content', 'lesson', 'hard', 'time', 'arabic', 'accent', 'fine', 'going', 'x', 'understand', 'x', 'though', 'still', 'horrible', 'text', 'make', 'wish', 'purchased', 'lesson']",lesson use many font text size color distracts content lesson hard time arabic accent fine going x understand x though still horrible text make wish purchased lesson,Positive
